melodieid,count,place
4546,2,Amsterdam
308,2,Amsterdam
4990,2,Amsterdam
1018,2,Amsterdam
7019,2,Amsterdam
1070,2,Amsterdam
7988,2,Amsterdam
7650,2,Amsterdam
12286,2,Amsterdam
3280,2,Amsterdam
7998,2,Amsterdam
2324,2,Amsterdam
4601,2,Amsterdam
2419,2,Amsterdam
3143,2,Amsterdam
3070,2,Amsterdam
6244,2,Amsterdam
8769,2,Amsterdam
8833,2,Amsterdam
7879,2,Amsterdam
8098,2,Amsterdam
12107,2,Amsterdam
6553,2,Amsterdam
2772,2,Amsterdam
1000,2,Amsterdam
1795,2,Amsterdam
6587,2,Amsterdam
10323,2,Amsterdam
3522,2,Amsterdam
3227,2,Amsterdam
4012,2,Amsterdam
12664,2,Amsterdam
9408,2,Amsterdam
6585,2,Amsterdam
6324,2,Amsterdam
7067,2,Amsterdam
1063,2,Amsterdam
2564,2,Amsterdam
8814,2,Amsterdam
263,2,Amsterdam
1367,2,Amsterdam
12926,2,Amsterdam
6579,2,Amsterdam
5779,2,Amsterdam
675,2,Amsterdam
7021,2,Amsterdam
8805,2,Amsterdam
6877,2,Amsterdam
12708,2,Amsterdam
7018,2,Amsterdam
8603,2,Amsterdam
6185,2,Amsterdam
295,2,Amsterdam
12252,2,Amsterdam
2349,2,Amsterdam
3200,2,Amsterdam
6315,2,Amsterdam
505,2,Amsterdam
8585,2,Amsterdam
3162,2,Amsterdam
2413,2,Amsterdam
7649,2,Amsterdam
8293,2,Amsterdam
1234,2,Amsterdam
7508,2,Amsterdam
5917,2,Amsterdam
9619,2,Amsterdam
11699,2,Amsterdam
2076,2,Amsterdam
10358,2,Amsterdam
4089,2,Amsterdam
11700,2,Amsterdam
2439,2,Amsterdam
11701,2,Amsterdam
5832,2,Amsterdam
8264,2,Amsterdam
11702,2,Amsterdam
1918,2,Amsterdam
13418,2,Amsterdam
13068,2,Amsterdam
8849,2,Amsterdam
13522,2,Amsterdam
2786,2,Amsterdam
8274,2,Amsterdam
2136,2,Amsterdam
1216,2,Amsterdam
6929,2,Amsterdam
291,2,Amsterdam
2212,2,Amsterdam
1979,2,Amsterdam
7967,2,Amsterdam
6213,2,Amsterdam
8829,2,Amsterdam
992,2,Amsterdam
13756,2,Amsterdam
12834,2,Amsterdam
11698,2,Amsterdam
5674,2,Amsterdam
11256,2,Amsterdam
8491,2,Amsterdam
4943,2,Amsterdam
7013,2,Amsterdam
2957,2,Amsterdam
6971,2,Amsterdam
347,2,Amsterdam
7975,2,Amsterdam
11226,2,Amsterdam
11191,2,Amsterdam
11240,2,Amsterdam
11346,2,Amsterdam
11183,2,Amsterdam
11286,2,Amsterdam
11239,2,Amsterdam
2019,2,Amsterdam
11223,2,Amsterdam
11291,2,Amsterdam
11272,2,Amsterdam
11373,2,Amsterdam
11166,2,Amsterdam
11253,2,Amsterdam
11141,2,Amsterdam
11242,2,Amsterdam
11336,2,Amsterdam
11376,2,Amsterdam
11261,2,Amsterdam
11134,2,Amsterdam
9364,2,Amsterdam
3572,2,Amsterdam
4992,2,Amsterdam
3906,2,Amsterdam
8798,2,Amsterdam
5058,2,Amsterdam
1088,2,Amsterdam
978,2,Amsterdam
8588,2,Amsterdam
1292,2,Amsterdam
281,2,Amsterdam
6684,2,Amsterdam
5806,2,Amsterdam
6203,2,Amsterdam
2897,2,Amsterdam
6377,2,Amsterdam
748,2,Amsterdam
4728,2,Amsterdam
6039,2,Amsterdam
12431,2,Amsterdam
1579,2,Amsterdam
12665,2,Amsterdam
9878,2,Amsterdam
9461,2,Amsterdam
1462,2,Amsterdam
737,2,Amsterdam
7853,2,Amsterdam
3115,2,Amsterdam
1671,2,Amsterdam
12838,2,Amsterdam
12837,2,Amsterdam
8793,2,Amsterdam
10392,2,Amsterdam
8476,2,Amsterdam
5233,2,Amsterdam
6667,2,Amsterdam
715,2,Amsterdam
5857,2,Amsterdam
4750,2,Amsterdam
4960,2,Amsterdam
6406,2,Amsterdam
2955,2,Amsterdam
3621,2,Amsterdam
3433,2,Amsterdam
2803,2,Amsterdam
5024,2,Amsterdam
9354,2,Amsterdam
141,2,Amsterdam
850,2,Amsterdam
1572,2,Amsterdam
1461,2,Amsterdam
2536,2,Amsterdam
8524,2,Amsterdam
6959,2,Amsterdam
608,2,Amsterdam
13090,2,Amsterdam
4151,2,Amsterdam
11257,2,Amsterdam
652,2,Amsterdam
6856,2,Amsterdam
519,2,Amsterdam
2247,2,Amsterdam
4237,2,Amsterdam
12941,2,Amsterdam
11445,2,Amsterdam
6326,2,Amsterdam
36,2,Amsterdam
3216,2,Amsterdam
2817,2,Amsterdam
3567,2,Amsterdam
1628,2,Amsterdam
2584,2,Amsterdam
1634,2,Amsterdam
12655,2,Amsterdam
13771,2,Amsterdam
9001,2,Amsterdam
9518,2,Amsterdam
1484,2,Amsterdam
2406,2,Amsterdam
6284,2,Amsterdam
11185,2,Amsterdam
12619,2,Amsterdam
5920,2,Amsterdam
3774,2,Amsterdam
8357,2,Amsterdam
4165,2,Amsterdam
2213,2,Amsterdam
639,2,Amsterdam
383,2,Amsterdam
12271,2,Amsterdam
6302,2,Amsterdam
9379,2,Amsterdam
8095,2,Amsterdam
12290,2,Amsterdam
316,2,Amsterdam
11730,2,Amsterdam
12272,2,Amsterdam
6972,2,Amsterdam
7911,2,Amsterdam
1500,2,Amsterdam
476,2,Amsterdam
12820,2,Amsterdam
1425,2,Amsterdam
11093,2,Amsterdam
4625,2,Amsterdam
5577,2,Amsterdam
3684,2,Amsterdam
5294,2,Amsterdam
380,2,Amsterdam
1077,2,Amsterdam
8090,2,Amsterdam
4999,2,Amsterdam
18,2,Amsterdam
1356,2,Amsterdam
8332,2,Amsterdam
6172,2,Amsterdam
13894,2,Amsterdam
2617,2,Amsterdam
6365,2,Amsterdam
9259,2,Amsterdam
1315,2,Amsterdam
4106,2,Amsterdam
7039,2,Amsterdam
5245,2,Amsterdam
13104,2,Amsterdam
6089,2,Amsterdam
5082,2,Amsterdam
9194,2,Amsterdam
1016,2,Amsterdam
6764,2,Amsterdam
3494,2,Amsterdam
2414,2,Amsterdam
111,2,Amsterdam
9074,2,Amsterdam
3137,2,Amsterdam
7470,2,Amsterdam
12101,2,Amsterdam
12939,2,Amsterdam
8354,2,Amsterdam
8298,2,Amsterdam
7068,2,Amsterdam
2994,2,Amsterdam
9607,2,Amsterdam
3430,2,Amsterdam
8097,2,Amsterdam
2766,2,Amsterdam
972,2,Amsterdam
9402,2,Amsterdam
5851,2,Amsterdam
4193,2,Amsterdam
6367,2,Amsterdam
7497,2,Amsterdam
12356,2,Amsterdam
6590,2,Amsterdam
9249,2,Amsterdam
7776,2,Amsterdam
3490,2,Amsterdam
5087,2,Amsterdam
4994,2,Amsterdam
12887,2,Amsterdam
410,2,Amsterdam
9184,2,Amsterdam
2465,2,Amsterdam
668,2,Amsterdam
334,2,Amsterdam
1765,2,Amsterdam
8210,2,Amsterdam
6472,2,Amsterdam
3279,2,Amsterdam
8278,2,Amsterdam
3135,2,Amsterdam
6775,2,Amsterdam
12106,2,Amsterdam
2710,2,Amsterdam
5948,2,Amsterdam
1127,2,Amsterdam
5963,2,Amsterdam
12712,2,Amsterdam
4844,2,Amsterdam
3964,2,Amsterdam
3413,2,Amsterdam
3784,2,Amsterdam
2005,2,Amsterdam
8945,2,Amsterdam
4297,2,Amsterdam
3110,2,Amsterdam
3568,2,Amsterdam
4018,2,Amsterdam
6212,2,Amsterdam
1917,2,Amsterdam
3756,2,Amsterdam
4442,2,Amsterdam
6698,2,Amsterdam
1447,2,Amsterdam
12713,2,Amsterdam
1531,2,Amsterdam
4040,2,Amsterdam
9193,2,Amsterdam
7766,2,Amsterdam
3116,2,Amsterdam
459,2,Amsterdam
3755,2,Amsterdam
4145,2,Amsterdam
7871,2,Amsterdam
13808,2,Amsterdam
283,2,Amsterdam
7562,2,Amsterdam
4848,1,Amsterdam
1517,1,Amsterdam
2929,1,Amsterdam
7745,1,Amsterdam
13862,1,Amsterdam
551,1,Amsterdam
12274,1,Amsterdam
12273,1,Amsterdam
5933,1,Amsterdam
12812,1,Amsterdam
12357,1,Amsterdam
5047,1,Amsterdam
2374,1,Amsterdam
9622,1,Amsterdam
7974,1,Amsterdam
8929,1,Amsterdam
6219,1,Amsterdam
4954,1,Amsterdam
9263,1,Amsterdam
12639,1,Amsterdam
3930,1,Amsterdam
9071,1,Amsterdam
12640,1,Amsterdam
3233,1,Amsterdam
12641,1,Amsterdam
4164,1,Amsterdam
5903,1,Amsterdam
2235,1,Amsterdam
6485,1,Amsterdam
12937,1,Amsterdam
2633,1,Amsterdam
3672,1,Amsterdam
13100,1,Amsterdam
5080,1,Amsterdam
740,1,Amsterdam
9349,1,Amsterdam
4514,1,Amsterdam
13523,1,Amsterdam
117,1,Amsterdam
7916,1,Amsterdam
4813,1,Amsterdam
8617,1,Amsterdam
13836,1,Amsterdam
13466,1,Amsterdam
12276,1,Amsterdam
9723,1,Amsterdam
12707,1,Amsterdam
9171,1,Amsterdam
12347,1,Amsterdam
5,1,Amsterdam
11225,1,Amsterdam
679,1,Amsterdam
7908,1,Amsterdam
10251,1,Amsterdam
11094,1,Amsterdam
6658,1,Amsterdam
3900,1,Amsterdam
4185,1,Amsterdam
1558,1,Amsterdam
3124,1,Amsterdam
8188,1,Amsterdam
12288,1,Amsterdam
4119,1,Amsterdam
1603,1,Amsterdam
13851,1,Amsterdam
9623,1,Amsterdam
9510,1,Amsterdam
13795,1,Amsterdam
6582,1,Amsterdam
13858,1,Amsterdam
13859,1,Amsterdam
13860,1,Amsterdam
13861,1,Amsterdam
6194,1,Amsterdam
12354,1,Amsterdam
12353,1,Amsterdam
5887,1,Amsterdam
13781,1,Amsterdam
12351,1,Amsterdam
12350,1,Amsterdam
12348,1,Amsterdam
5315,1,Amsterdam
8903,1,Amsterdam
721,1,Amsterdam
3670,1,Amsterdam
13532,1,Amsterdam
13022,1,Amsterdam
12281,1,Amsterdam
6332,1,Amsterdam
10162,1,Amsterdam
427,1,Amsterdam
2699,1,Amsterdam
7181,1,Amsterdam
12280,1,Amsterdam
12279,1,Amsterdam
12278,1,Amsterdam
12500,1,Amsterdam
6601,1,Amsterdam
4079,1,Amsterdam
6502,1,Amsterdam
12704,1,Amsterdam
9072,1,Amsterdam
12282,1,Amsterdam
5961,1,Amsterdam
4062,1,Amsterdam
3134,1,Amsterdam
12287,1,Amsterdam
13747,1,Amsterdam
12285,1,Amsterdam
2164,1,Amsterdam
238,1,Amsterdam
12284,1,Amsterdam
9582,1,Amsterdam
13350,1,Amsterdam
12283,1,Amsterdam
1898,1,Amsterdam
2551,1,Amsterdam
948,1,Amsterdam
5773,1,Amsterdam
6099,1,Amsterdam
660,1,Amsterdam
12201,1,Amsterdam
1936,1,Amsterdam
10388,1,Amsterdam
12243,1,Amsterdam
12673,1,Amsterdam
12244,1,Amsterdam
12245,1,Amsterdam
4700,1,Amsterdam
13488,1,Amsterdam
13487,1,Amsterdam
12246,1,Amsterdam
9065,1,Amsterdam
6697,1,Amsterdam
2192,1,Amsterdam
12247,1,Amsterdam
3164,1,Amsterdam
3592,1,Amsterdam
3153,1,Amsterdam
8471,1,Amsterdam
12248,1,Amsterdam
3107,1,Amsterdam
13854,1,Amsterdam
13790,1,Amsterdam
12242,1,Amsterdam
1246,1,Amsterdam
3829,1,Amsterdam
5912,1,Amsterdam
12236,1,Amsterdam
8361,1,Amsterdam
293,1,Amsterdam
8773,1,Amsterdam
12237,1,Amsterdam
5491,1,Amsterdam
2369,1,Amsterdam
12239,1,Amsterdam
12240,1,Amsterdam
12241,1,Amsterdam
12938,1,Amsterdam
9990,1,Amsterdam
13491,1,Amsterdam
13490,1,Amsterdam
12830,1,Amsterdam
4146,1,Amsterdam
12097,1,Amsterdam
13489,1,Amsterdam
12249,1,Amsterdam
12250,1,Amsterdam
12234,1,Amsterdam
9415,1,Amsterdam
4168,1,Amsterdam
4326,1,Amsterdam
621,1,Amsterdam
5910,1,Amsterdam
1013,1,Amsterdam
3563,1,Amsterdam
3564,1,Amsterdam
1244,1,Amsterdam
2820,1,Amsterdam
4372,1,Amsterdam
2512,1,Amsterdam
1288,1,Amsterdam
4735,1,Amsterdam
6268,1,Amsterdam
8725,1,Amsterdam
4667,1,Amsterdam
1649,1,Amsterdam
3720,1,Amsterdam
9391,1,Amsterdam
4220,1,Amsterdam
12262,1,Amsterdam
9167,1,Amsterdam
13857,1,Amsterdam
12251,1,Amsterdam
6470,1,Amsterdam
1550,1,Amsterdam
8958,1,Amsterdam
8931,1,Amsterdam
6560,1,Amsterdam
12253,1,Amsterdam
13855,1,Amsterdam
3202,1,Amsterdam
8988,1,Amsterdam
12254,1,Amsterdam
12256,1,Amsterdam
12257,1,Amsterdam
12258,1,Amsterdam
4367,1,Amsterdam
12260,1,Amsterdam
13856,1,Amsterdam
3773,1,Amsterdam
12261,1,Amsterdam
12235,1,Amsterdam
13493,1,Amsterdam
6441,1,Amsterdam
8656,1,Amsterdam
12199,1,Amsterdam
12200,1,Amsterdam
4374,1,Amsterdam
3108,1,Amsterdam
12193,1,Amsterdam
6395,1,Amsterdam
12632,1,Amsterdam
12203,1,Amsterdam
12631,1,Amsterdam
12204,1,Amsterdam
12630,1,Amsterdam
12206,1,Amsterdam
12207,1,Amsterdam
4104,1,Amsterdam
3855,1,Amsterdam
12208,1,Amsterdam
12209,1,Amsterdam
4081,1,Amsterdam
12656,1,Amsterdam
6637,1,Amsterdam
173,1,Amsterdam
12628,1,Amsterdam
3186,1,Amsterdam
9092,1,Amsterdam
9430,1,Amsterdam
12662,1,Amsterdam
351,1,Amsterdam
12638,1,Amsterdam
12637,1,Amsterdam
12636,1,Amsterdam
55,1,Amsterdam
12635,1,Amsterdam
3040,1,Amsterdam
6506,1,Amsterdam
9009,1,Amsterdam
12634,1,Amsterdam
304,1,Amsterdam
7753,1,Amsterdam
12633,1,Amsterdam
3483,1,Amsterdam
12196,1,Amsterdam
12197,1,Amsterdam
4368,1,Amsterdam
13853,1,Amsterdam
12233,1,Amsterdam
12221,1,Amsterdam
3916,1,Amsterdam
2265,1,Amsterdam
3363,1,Amsterdam
12223,1,Amsterdam
12224,1,Amsterdam
12225,1,Amsterdam
13789,1,Amsterdam
13192,1,Amsterdam
3724,1,Amsterdam
1832,1,Amsterdam
12226,1,Amsterdam
105,1,Amsterdam
13494,1,Amsterdam
12227,1,Amsterdam
12228,1,Amsterdam
12229,1,Amsterdam
12230,1,Amsterdam
12231,1,Amsterdam
12232,1,Amsterdam
12222,1,Amsterdam
12620,1,Amsterdam
12211,1,Amsterdam
12220,1,Amsterdam
12212,1,Amsterdam
12627,1,Amsterdam
1885,1,Amsterdam
9357,1,Amsterdam
13787,1,Amsterdam
13788,1,Amsterdam
2988,1,Amsterdam
9110,1,Amsterdam
12626,1,Amsterdam
12214,1,Amsterdam
12215,1,Amsterdam
3127,1,Amsterdam
12216,1,Amsterdam
12218,1,Amsterdam
12625,1,Amsterdam
12219,1,Amsterdam
12624,1,Amsterdam
12623,1,Amsterdam
12621,1,Amsterdam
4947,1,Amsterdam
2868,1,Amsterdam
1156,1,Amsterdam
530,1,Amsterdam
13831,1,Amsterdam
2563,1,Amsterdam
1569,1,Amsterdam
6329,1,Amsterdam
5962,1,Amsterdam
8392,1,Amsterdam
4423,1,Amsterdam
315,1,Amsterdam
5337,1,Amsterdam
2087,1,Amsterdam
3184,1,Amsterdam
2454,1,Amsterdam
1761,1,Amsterdam
4216,1,Amsterdam
4135,1,Amsterdam
3993,1,Amsterdam
13246,1,Amsterdam
3740,1,Amsterdam
1888,1,Amsterdam
9439,1,Amsterdam
3132,1,Amsterdam
3707,1,Amsterdam
5816,1,Amsterdam
9331,1,Amsterdam
2816,1,Amsterdam
12031,1,Amsterdam
2181,1,Amsterdam
4148,1,Amsterdam
4189,1,Amsterdam
12131,1,Amsterdam
3926,1,Amsterdam
11197,1,Amsterdam
3185,1,Amsterdam
1874,1,Amsterdam
4125,1,Amsterdam
13849,1,Amsterdam
824,1,Amsterdam
12174,1,Amsterdam
5441,1,Amsterdam
910,1,Amsterdam
3869,1,Amsterdam
6746,1,Amsterdam
8663,1,Amsterdam
8566,1,Amsterdam
12766,1,Amsterdam
6883,1,Amsterdam
11172,1,Amsterdam
1886,1,Amsterdam
86,1,Amsterdam
5605,1,Amsterdam
5344,1,Amsterdam
3140,1,Amsterdam
3314,1,Amsterdam
237,1,Amsterdam
5155,1,Amsterdam
12710,1,Amsterdam
5994,1,Amsterdam
9583,1,Amsterdam
12421,1,Amsterdam
13871,1,Amsterdam
4669,1,Amsterdam
11289,1,Amsterdam
2264,1,Amsterdam
10196,1,Amsterdam
9257,1,Amsterdam
6322,1,Amsterdam
7629,1,Amsterdam
9520,1,Amsterdam
8494,1,Amsterdam
13872,1,Amsterdam
12709,1,Amsterdam
3006,1,Amsterdam
12658,1,Amsterdam
1082,1,Amsterdam
6316,1,Amsterdam
6598,1,Amsterdam
8539,1,Amsterdam
9606,1,Amsterdam
2409,1,Amsterdam
3935,1,Amsterdam
2965,1,Amsterdam
3175,1,Amsterdam
9283,1,Amsterdam
6167,1,Amsterdam
8388,1,Amsterdam
5346,1,Amsterdam
113,1,Amsterdam
3120,1,Amsterdam
10387,1,Amsterdam
4069,1,Amsterdam
955,1,Amsterdam
13024,1,Amsterdam
2360,1,Amsterdam
6907,1,Amsterdam
1281,1,Amsterdam
7717,1,Amsterdam
2218,1,Amsterdam
4883,1,Amsterdam
4965,1,Amsterdam
8538,1,Amsterdam
355,1,Amsterdam
6943,1,Amsterdam
2671,1,Amsterdam
4325,1,Amsterdam
2652,1,Amsterdam
6490,1,Amsterdam
6718,1,Amsterdam
2239,1,Amsterdam
13772,1,Amsterdam
4112,1,Amsterdam
3136,1,Amsterdam
5886,1,Amsterdam
7407,1,Amsterdam
2251,1,Amsterdam
9468,1,Amsterdam
9229,1,Amsterdam
8391,1,Amsterdam
9424,1,Amsterdam
9327,1,Amsterdam
7434,1,Amsterdam
7455,1,Amsterdam
5901,1,Amsterdam
8737,1,Amsterdam
6288,1,Amsterdam
13171,1,Amsterdam
4318,1,Amsterdam
1857,1,Amsterdam
3777,1,Amsterdam
6659,1,Amsterdam
12098,1,Amsterdam
2698,1,Amsterdam
7248,1,Amsterdam
5489,1,Amsterdam
6134,1,Amsterdam
5784,1,Amsterdam
5662,1,Amsterdam
1996,1,Amsterdam
1939,1,Amsterdam
6163,1,Amsterdam
1135,1,Amsterdam
6862,1,Amsterdam
8390,1,Amsterdam
9784,1,Amsterdam
5075,1,Amsterdam
10361,1,Amsterdam
2150,1,Amsterdam
6583,1,Amsterdam
6458,1,Amsterdam
657,1,Amsterdam
94,1,Amsterdam
7162,1,Amsterdam
6384,1,Amsterdam
7186,1,Amsterdam
1464,1,Amsterdam
9292,1,Amsterdam
5822,1,Amsterdam
7211,1,Amsterdam
1241,1,Amsterdam
2703,1,Amsterdam
4823,1,Amsterdam
6282,1,Amsterdam
2571,1,Amsterdam
5389,1,Amsterdam
5765,1,Amsterdam
8135,1,Amsterdam
4131,1,Amsterdam
11390,1,Amsterdam
1181,1,Amsterdam
5947,1,Amsterdam
2520,1,Amsterdam
8658,1,Amsterdam
326,1,Amsterdam
780,1,Amsterdam
2472,1,Amsterdam
5044,1,Amsterdam
12100,1,Amsterdam
2804,1,Amsterdam
12175,1,Amsterdam
4158,1,Amsterdam
893,1,Amsterdam
6323,1,Amsterdam
2896,1,Amsterdam
5435,1,Amsterdam
183,1,Amsterdam
13766,1,Amsterdam
8851,1,Amsterdam
7510,1,Amsterdam
6426,1,Amsterdam
3360,1,Amsterdam
333,1,Amsterdam
3947,1,Amsterdam
92,1,Amsterdam
9241,1,Amsterdam
3436,1,Amsterdam
8789,1,Amsterdam
2700,1,Amsterdam
8778,1,Amsterdam
3073,1,Amsterdam
332,1,Amsterdam
5981,1,Amsterdam
11753,1,Amsterdam
3439,1,Amsterdam
4257,1,Amsterdam
142,1,Amsterdam
3941,1,Amsterdam
6285,1,Amsterdam
4302,1,Amsterdam
818,1,Amsterdam
673,1,Amsterdam
670,1,Amsterdam
849,1,Amsterdam
10306,1,Amsterdam
8886,1,Amsterdam
9497,1,Amsterdam
2232,1,Amsterdam
13476,1,Amsterdam
13477,1,Amsterdam
13478,1,Amsterdam
3192,1,Amsterdam
4222,1,Amsterdam
3001,1,Amsterdam
2992,1,Amsterdam
13479,1,Amsterdam
13480,1,Amsterdam
1740,1,Amsterdam
12777,1,Amsterdam
13481,1,Amsterdam
13482,1,Amsterdam
13483,1,Amsterdam
13484,1,Amsterdam
13485,1,Amsterdam
13486,1,Amsterdam
8648,1,Amsterdam
1557,1,Amsterdam
8364,1,Amsterdam
5443,1,Amsterdam
11287,1,Amsterdam
9050,1,Amsterdam
2989,1,Amsterdam
725,1,Amsterdam
13475,1,Amsterdam
1381,1,Amsterdam
8158,1,Amsterdam
4845,1,Amsterdam
1365,1,Amsterdam
4973,1,Amsterdam
382,1,Amsterdam
497,1,Amsterdam
2759,1,Amsterdam
7863,1,Amsterdam
365,1,Amsterdam
1357,1,Amsterdam
4964,1,Amsterdam
2424,1,Amsterdam
3644,1,Amsterdam
13032,1,Amsterdam
1353,1,Amsterdam
9202,1,Amsterdam
461,1,Amsterdam
13199,1,Amsterdam
13200,1,Amsterdam
13473,1,Amsterdam
1499,1,Amsterdam
13474,1,Amsterdam
4996,1,Amsterdam
7864,1,Amsterdam
1361,1,Amsterdam
1343,1,Amsterdam
1434,1,Amsterdam
7799,1,Amsterdam
2582,1,Amsterdam
7775,1,Amsterdam
5817,1,Amsterdam
3163,1,Amsterdam
9449,1,Amsterdam
6266,1,Amsterdam
1720,1,Amsterdam
9793,1,Amsterdam
11098,1,Amsterdam
11319,1,Amsterdam
3919,1,Amsterdam
11097,1,Amsterdam
12047,1,Amsterdam
4115,1,Amsterdam
9032,1,Amsterdam
5309,1,Amsterdam
7709,1,Amsterdam
1057,1,Amsterdam
9609,1,Amsterdam
358,1,Amsterdam
8431,1,Amsterdam
989,1,Amsterdam
9023,1,Amsterdam
5152,1,Amsterdam
12925,1,Amsterdam
4919,1,Amsterdam
2340,1,Amsterdam
1362,1,Amsterdam
1341,1,Amsterdam
1339,1,Amsterdam
1354,1,Amsterdam
1371,1,Amsterdam
1413,1,Amsterdam
10145,1,Amsterdam
6823,1,Amsterdam
2832,1,Amsterdam
2990,1,Amsterdam
12113,1,Amsterdam
9621,1,Amsterdam
5772,1,Amsterdam
12899,1,Amsterdam
6692,1,Amsterdam
13495,1,Amsterdam
3790,1,Amsterdam
71,1,Amsterdam
9022,1,Amsterdam
3509,1,Amsterdam
6161,1,Amsterdam
385,1,Amsterdam
8244,1,Amsterdam
12217,1,Amsterdam
42,1,Amsterdam
8632,1,Amsterdam
9662,1,Amsterdam
2833,1,Amsterdam
877,1,Amsterdam
8142,1,Amsterdam
2867,1,Amsterdam
10283,1,Amsterdam
1999,1,Amsterdam
3721,1,Amsterdam
2712,1,Amsterdam
4343,1,Amsterdam
6778,1,Amsterdam
2986,1,Amsterdam
9356,1,Amsterdam
3152,1,Amsterdam
8300,1,Amsterdam
1721,1,Amsterdam
4342,1,Amsterdam
9304,1,Amsterdam
6678,1,Amsterdam
6166,1,Amsterdam
9500,1,Amsterdam
935,1,Amsterdam
6200,1,Amsterdam
2751,1,Amsterdam
8821,1,Amsterdam
8490,1,Amsterdam
2964,1,Amsterdam
8619,1,Amsterdam
998,1,Amsterdam
5277,1,Amsterdam
4136,1,Amsterdam
12795,1,Amsterdam
8237,1,Amsterdam
1270,1,Amsterdam
2119,1,Amsterdam
9117,1,Amsterdam
2361,1,Amsterdam
2521,1,Amsterdam
1256,1,Amsterdam
4456,1,Amsterdam
9346,1,Amsterdam
5416,1,Amsterdam
9495,1,Amsterdam
12435,1,Amsterdam
9727,1,Amsterdam
1604,1,Amsterdam
7538,1,Amsterdam
2650,1,Amsterdam
2301,1,Amsterdam
2106,1,Amsterdam
9301,1,Amsterdam
202,1,Amsterdam
12654,1,Amsterdam
12643,1,Amsterdam
12642,1,Amsterdam
12800,1,Amsterdam
9438,1,Amsterdam
3559,1,Amsterdam
3525,1,Amsterdam
13794,1,Amsterdam
3274,1,Amsterdam
7861,1,Amsterdam
12844,1,Amsterdam
2942,1,Amsterdam
7126,1,Amsterdam
2750,1,Amsterdam
402,1,Amsterdam
8233,1,Amsterdam
2834,1,Amsterdam
7144,1,Amsterdam
5363,1,Amsterdam
2970,1,Amsterdam
1349,1,Amsterdam
266,1,Amsterdam
788,1,Amsterdam
12653,1,Amsterdam
12652,1,Amsterdam
3234,1,Amsterdam
4867,1,Amsterdam
2471,1,Amsterdam
9175,1,Amsterdam
3367,1,Amsterdam
528,1,Amsterdam
12733,1,Amsterdam
7947,1,Amsterdam
395,1,Amsterdam
1348,1,Amsterdam
12839,1,Amsterdam
1347,1,Amsterdam
2749,1,Amsterdam
12645,1,Amsterdam
7606,1,Amsterdam
7125,1,Amsterdam
738,1,Amsterdam
739,1,Amsterdam
12651,1,Amsterdam
12650,1,Amsterdam
12649,1,Amsterdam
12648,1,Amsterdam
12647,1,Amsterdam
12646,1,Amsterdam
2165,1,Amsterdam
6619,95,Antwerpen
3652,85,Antwerpen
7932,84,Antwerpen
7456,83,Antwerpen
2815,79,Antwerpen
9353,70,Antwerpen
773,68,Antwerpen
4617,59,Antwerpen
2441,56,Antwerpen
4041,54,Antwerpen
6124,54,Antwerpen
282,51,Antwerpen
1856,47,Antwerpen
527,47,Antwerpen
9177,46,Antwerpen
752,45,Antwerpen
9389,44,Antwerpen
179,44,Antwerpen
8736,44,Antwerpen
3963,40,Antwerpen
8277,39,Antwerpen
3070,38,Antwerpen
7942,38,Antwerpen
2048,36,Antwerpen
4229,36,Antwerpen
1131,36,Antwerpen
495,36,Antwerpen
8363,35,Antwerpen
2248,35,Antwerpen
2663,35,Antwerpen
1287,35,Antwerpen
2983,35,Antwerpen
6275,34,Antwerpen
6537,34,Antwerpen
1374,34,Antwerpen
7977,34,Antwerpen
9006,34,Antwerpen
4002,32,Antwerpen
6547,32,Antwerpen
906,32,Antwerpen
2479,30,Antwerpen
7866,30,Antwerpen
2434,30,Antwerpen
2668,28,Antwerpen
9348,27,Antwerpen
3979,27,Antwerpen
6515,27,Antwerpen
2431,26,Antwerpen
3810,26,Antwerpen
2260,26,Antwerpen
6549,26,Antwerpen
6068,25,Antwerpen
1151,25,Antwerpen
4615,25,Antwerpen
8003,25,Antwerpen
505,24,Antwerpen
1444,24,Antwerpen
2706,23,Antwerpen
9014,23,Antwerpen
2530,23,Antwerpen
6639,23,Antwerpen
3041,23,Antwerpen
487,22,Antwerpen
5069,22,Antwerpen
5498,22,Antwerpen
1876,22,Antwerpen
1438,22,Antwerpen
3456,21,Antwerpen
7803,21,Antwerpen
828,21,Antwerpen
4088,21,Antwerpen
8058,21,Antwerpen
2716,20,Antwerpen
1182,20,Antwerpen
6740,20,Antwerpen
5064,20,Antwerpen
58,20,Antwerpen
2523,19,Antwerpen
4138,19,Antwerpen
819,19,Antwerpen
341,19,Antwerpen
1242,19,Antwerpen
9352,18,Antwerpen
4871,18,Antwerpen
3694,18,Antwerpen
4116,18,Antwerpen
5040,18,Antwerpen
3677,18,Antwerpen
5,18,Antwerpen
4873,18,Antwerpen
5880,17,Antwerpen
6825,17,Antwerpen
9616,17,Antwerpen
3182,17,Antwerpen
9406,17,Antwerpen
387,17,Antwerpen
7051,16,Antwerpen
1222,16,Antwerpen
6424,16,Antwerpen
4019,16,Antwerpen
4921,16,Antwerpen
8068,16,Antwerpen
6257,15,Antwerpen
529,15,Antwerpen
851,15,Antwerpen
4505,15,Antwerpen
4240,15,Antwerpen
9363,15,Antwerpen
1946,15,Antwerpen
